ui_number,ffl_number,ffl_type,ffl_proprietor,ffl_proprietor_2,ffl_address,ffl_city,ffl_state,ffl_zip,ffl_county,inspection_assign_date,inspection_complete_date,revocation_effective_date,final_disposition,revocation_warranted,violations,report_url
762030-2016-0381-B1B,6-01-019-02-7L-34528,Pawnbroker,Orlando Frati Jr,,55 State St,Bangor,ME,04401,Penobscot,2016-06-09,2016-11-16,,Warning letter,N,"478.99(c), 478.124(c)(1), 478.124(c)(3)(iv), 478.124(c)(4), 478.125(e), 478.126a",https://atf-inspection-reports.s3.amazonaws.com/762030-2016-0381-B1B.pdf
776055-2016-0030-B1B,1-62-165-07-6B-00325,Manufacturer,Spencer Rifle Co Inc,,145 CB&L Lane,Portland,TN,37148,Sumner,2015-10-01,2015-11-03,,Warning letter,N,"478.123(d), 478.21(a), 478.124(c)(1), 478.124(c)(3)(iv), 478.124(c)(5), 479.88(b)",https://atf-inspection-reports.s3.amazonaws.com/776055-2016-0030-B1B.pdf
761025-2017-0063-B1B,8-52-005-07-6M-03473,Manufacturer,Eastern Plating Company Inc,,7803 Pulaski Hwy,Baltimore,MD,21237,Baltimore,2016-10-01,2017-02-14,,Warning letter,N,"478.123(a), 478.123(b)",https://atf-inspection-reports.s3.amazonaws.com/761025-2017-0063-B1B.pdf
768035-2016-0207-B1B,1-54-117-01-5M-03600,Dealer,"Muffler Shop SWJ Inc., The","Muffler Shop, The",642 W. Danville Street,South Hill,VA,23970,Mecklenburg,2016-03-23,2016-06-28,,Warning letter,N,"478.99(c), 478.124(c)(1), 478.125(e), 478.103(c)",https://atf-inspection-reports.s3.amazonaws.com/768035-2016-0207-B1B.pdf
773015-2016-0477-B1B,4-31-017-01-5H-03850,Dealer,Michael J. Murphy,Gunsmoke Firearms,7161 Elk Creek Road,Middletown,OH,45042,Butler,2016-05-10,2016-11-23,,Warning letter,N,"478.124(c)(1), 478.124(c)(3)(i), 478.124(c)(3)(iv), 478.124(c)(5), 478.126a",https://atf-inspection-reports.s3.amazonaws.com/773015-2016-0477-B1B.pdf
772060-2015-0754-B1B,3-36-093-01-8F-19060,Dealer,"Bank, Dennis Wayne","Armory, The",900 N Main St,Montgomery,IL,60538,Kendall,2015-09-16,2015-10-07,,Warning letter,N,"478.121(a), 478.124(c)(1), 478.124(c)(3)(iv), 478.21(a), 478.126a",https://atf-inspection-reports.s3.amazonaws.com/772060-2015-0754-B1B.pdf
767065-2016-0035-B1B,1-59-091-07-7M-14892,Manufacturer,Grey Tactical Outfitters LLC,,503-a Harbor Blvd,Destin,FL,32541,Okaloosa,2015-10-22,2016-01-04,,Warning letter,N,"478.123(d), 478.21(a), 478.124(c)(3)(i), 478.124(c)(5), 478.126a",https://atf-inspection-reports.s3.amazonaws.com/767065-2016-0035-B1B.pdf
778025-2016-0109-B1B,3-39-045-07-5J-00234,Manufacturer,Richard Winters,,W6201 County Hwy C,Monticello,WI,53570,Green,2015-10-01,2016-09-26,,Warning letter,N,"18 USC 923(g)(5)(A), 478.92(a)(1), 478.123(b), 478.123(d), 478.129(b), 479.103",https://atf-inspection-reports.s3.amazonaws.com/778025-2016-0109-B1B.pdf
773075-2016-0117-B1B,4-35-097-07-7M-04393,Manufacturer,"Hall, Andrew Harrison",Profirearms & Supply,519 Kentucky Avenue,Indianapolis,IN,46225,Marion,2016-01-07,2016-05-10,,Warning letter,N,"478.124(c)(1), 478.124(c)(3)(i), 478.124(c)(3)(iv), 478.124(c)(4), 478.124(c)(5), 478.125(e), 478.21(a)",https://atf-inspection-reports.s3.amazonaws.com/773075-2016-0117-B1B.pdf
786060-2014-0217-B1B,9-68-045-01-6F-02149,Dealer,"Schafer, Norman Joseph",Nwe,1070 North State St,Ukiah,CA,95482,Mendocino,2014-07-14,2014-12-09,,Revocation/denial of renewal,Y,"478.21(a), 478.124(c)(1), 478.124(c)(3)(i), 478.124(c)(3)(iv), 478.125(e), 478.126a",https://atf-inspection-reports.s3.amazonaws.com/786060-2014-0217-B1B.pdf
772060-2016-0108-B1B,3-36-031-01-6F-17621,Dealer,"Woods, Robert M",,1415 E Sunset Terrace,Arlington Heights,IL,60004,Cook,2015-10-13,2015-12-16,,Warning letter,N,"478.124(c)(1), 478.124(c)(3)(iv), 478.124(c)(4), 478.124(c)(5), 478.21(a), 478.102(a), 478.125(e)",https://atf-inspection-reports.s3.amazonaws.com/772060-2016-0108-B1B.pdf
781080-2017-0260-B1B,5-75-439-01-6L-08854,Dealer,"Beagles & Elliott Enterprises, LLC",,2214 FM 1187 #9,Mansfield,TX,76063,Tarrant,2017-02-07,2017-03-24,,Warning letter,N,"478.21(a), 478.124(c)(3)(i), 478.126a, 18 USC 923(g)(5)(A), 478.102(a), 478.129(b)",https://atf-inspection-reports.s3.amazonaws.com/781080-2017-0260-B1B.pdf
776070-2015-0267-B1B,1-62-019-01-8F-20735,Dealer,"Parlier, James G",Jims Gun Shop,899 Watauga Rd Hwy 400,Watauga,TN,37694,Carter,2015-07-31,2015-09-03,,Warning letter,N,"478.21(a), 478.124(c)(1), 478.124(c)(3)(i), 478.124(c)(4), 478.91, 478.103(d), 478.125(e)",https://atf-inspection-reports.s3.amazonaws.com/776070-2015-0267-B1B.pdf
782110-2017-0187-B1B,5-74-479-01-8E-01067,Dealer,"Slaughter, David March III",,505 Logan Avenue,Laredo,TX,78042,Webb,2017-01-26,2017-02-23,,Warning letter,N,"478.21(a), 478.124(c)(1), 478.124(c)(3)(i)",https://atf-inspection-reports.s3.amazonaws.com/782110-2017-0187-B1B.pdf
785110-2016-0041-B1B,9-86-013-07-9A-05981,Manufacturer,Pdwarehouse LLC,Pdwarehouse,3225 North Arizona Avenue Suite 1,Chandler,AZ,85225,Maricopa,2015-10-06,2016-09-01,,Revocation/denial of renewal,Y,"478.21(a), 478.124(c)(1), 478.124(c)(3)(iv), 478.99(c), 478.123(a), 478.126a, 479.31(a), 478.128(b), 478.128(c), 18 USC 923(g)(5)(A)",https://atf-inspection-reports.s3.amazonaws.com/785110-2016-0041-B1B.pdf
763075-2016-0287-B1B,1-57-087-02-7G-35995,Pawnbroker,Union Pawn & Gun. Inc.,,725 S Duncan Bypass,Union,SC,29379,Union,2016-07-27,2016-09-16,,Warning letter,N,478.125(e),https://atf-inspection-reports.s3.amazonaws.com/763075-2016-0287-B1B.pdf
781025-2016-0189-B1B,5-75-183-02-9A-41605,Pawnbroker,Lilly. Emmanuel,J&M Pawn Shop,300 Holland,Longview,TX,75602,Gregg,2016-01-25,2016-04-21,,Warning letter,N,"478.102(a), 478.124(a), 478.125(e)",https://atf-inspection-reports.s3.amazonaws.com/781025-2016-0189-B1B.pdf
768090-2017-0066-B1B,1-54-185-01-7B-39477,Dealer,Jerry Wayne Cochran,Trader Jerry,34 Claypool Hill Mall,Cedar Bluff,VA,24609,Tazewell,2017-01-10,2017-06-20,,Warning letter,N,"478.21(a), 478.124(c)(5), 478.126a",https://atf-inspection-reports.s3.amazonaws.com/768090-2017-0066-B1B.pdf
775025-2016-0248-B1B,4-61-019-07-7B-05790,Manufacturer,"MVM Enterprises, LLC",Arma Industries,730 Sallie Drive,Ashland,KY,41102,Boyd,2016-04-21,2017-03-23,,Warning letter,N,"478.125(e), 478.124(b), 478.21(a), 478.124(c)(1), 478.124(c)(3)(i), 478.124(c)(3)(iv), 478.124(c)(4), 478.124(c)(5), 478.131(a)(2)",https://atf-inspection-reports.s3.amazonaws.com/775025-2016-0248-B1B.pdf
763025-2016-0322-B1B,1-56-071-07-9D-05042,Manufacturer,"Kenneth Lee Smith, Jr.",,142 Bridge Road,Bessemer City,NC,28016,Gaston,2016-06-06,2017-03-20,,Warning letter,N,"478.21(a), 478.124(c)(1), 478.124(c)(3)(i), 478.124(c)(3)(iv), 478.124(c)(4), 478.124(c)(5), 478.102(a)(2)(ii), 478.126a, 478.99(a)",https://atf-inspection-reports.s3.amazonaws.com/763025-2016-0322-B1B.pdf
779075-2016-0045-B1B,5-43-095-02-6E-10932,Pawnbroker,Rison Of KC Inc,National Pawn,6223 E Truman Rd,Kansas City,MO,64126,Jackson,2015-10-01,2015-12-14,,Warning letter,N,"478.125(e), 478.21(a), 478.124(c)(3)(i), 478.124(c)(3)(iv), 478.124(c)(5), 478.126a, 478.124(c)(1)",https://atf-inspection-reports.s3.amazonaws.com/779075-2016-0045-B1B.pdf
781080-2017-0030-B1B,5-75-439-07-7E-00776,Manufacturer,Robert Charles Knipstein,R C Knipstein,1721 Venetian Circle,Arlington,TX,76013,Tarrant,2016-10-02,2017-01-24,,Warning letter,N,"478.123(c), 478.102(a), 478.124(a), 478.92(a)(1)(ii)(D), 478.123(d)",https://atf-inspection-reports.s3.amazonaws.com/781080-2017-0030-B1B.pdf
782075-2016-0296-B1B,5-76-201-01-8M-03743,Dealer,"Agr Outdoors, LLC",,15926 Cypress North Houston Road Suite 100,Cypress,TX,77429,Harris,2016-06-20,2016-09-29,,Warning letter,N,"478.102(a), 478.125(e)",https://atf-inspection-reports.s3.amazonaws.com/782075-2016-0296-B1B.pdf
777070-2016-0178-B1B,1-64-049-01-8F-02138,Dealer,John Harold Hackney,,1725 Seven Springs Rd.,Raymond,MS,39154,Hinds,2016-02-19,2016-04-05,,Warning letter,N,"478.125(e), 478.21(a), 478.124(c)(1), 478.124(c)(5), 478.126a",https://atf-inspection-reports.s3.amazonaws.com/777070-2016-0178-B1B.pdf
782050-2016-0191-B1B,5-76-201-01-8C-00715,Dealer,"Drummer, Earl W Jr",MR. Squirrel's Firearms,1803 Buschong,Houston,TX,77039,Harris,2016-03-07,2016-06-06,,Warning letter,N,478.125(e),https://atf-inspection-reports.s3.amazonaws.com/782050-2016-0191-B1B.pdf
763025-2016-0325-B1B,1-56-037-02-6J-22329,Pawnbroker,"Wicker, Robert Wesley",,129 N. Chatham St,Siler City,NC,27344,Chatham,2016-06-08,2016-06-30,,Warning letter,N,"478.124(c)(3)(i), 478.126a",https://atf-inspection-reports.s3.amazonaws.com/763025-2016-0325-B1B.pdf
763025-2017-0379-B1B,1-56-113-01-9F-08482,Dealer,Jeffs Imports Corporation Inc.,Jeffs Ammo And Arms,245 Carolina Mountain Dr.,Franklin,NC,28734,Macon,2017-06-06,2017-06-21,,Warning letter,N,478.125(e),https://atf-inspection-reports.s3.amazonaws.com/763025-2017-0379-B1B.pdf
779055-2017-0044-B1B,5-43-201-01-7J-09106,Dealer,"Sikeston Seed Co., Inc.",Feeders Outdoors,1014 Linn St.,Sikeston,MO,63801,Scott,2016-10-03,2016-11-23,,Warning letter,N,"478.21(a), 478.124(c)(1), 478.124(c)(3)(iv), 478.124(c)(4), 478.124(c)(5), 478.126a, 478.125(e)",https://atf-inspection-reports.s3.amazonaws.com/779055-2017-0044-B1B.pdf
787065-2017-0153-B1B,9-91-077-02-9F-07154,Pawnbroker,"Bestway Pawn Mart, Inc.",,22 S 1st Street,Yakima,WA,98901,Yakima,2016-10-17,2017-07-25,,Warning letter,N,"478.21(a), 478.124(c)(1), 478.124(c)(3)(i), 478.124(c)(3)(iii), 478.124(c)(3)(iv), 478.124(c)(4), 478.124(c)(5), 478.125(e)",https://atf-inspection-reports.s3.amazonaws.com/787065-2017-0153-B1B.pdf
785050-2017-0134-B1B,9-86-025-02-9B-03932,Pawnbroker,Carl & Dale Minnick,High Country Guns & Knives & Pawn,555 White Spar Road,Prescott,AZ,86303,Yavapai,2017-01-30,2017-05-31,,Warning letter,N,"478.125(e), 478.124(c)(3)(iv)",https://atf-inspection-reports.s3.amazonaws.com/785050-2017-0134-B1B.pdf
760555-2016-0071-B1B,1-58-021-01-7E-10167,Dealer,Donald E. Clough,DSP Laser,7658 Hawkinsville Rd.,Macon,GA,31216,Bibb,2015-11-10,2015-12-21,,Warning letter,N,"478.21(a), 478.124(c)(1), 478.124(c)(5), 478.125(e), 478.126a",https://atf-inspection-reports.s3.amazonaws.com/760555-2016-0071-B1B.pdf
773030-2016-0596-B1B,4-34-151-01-7C-03258,Dealer,"Shilling, Donald Alan",GT Firearms Sales,2411 Meadowside Road NW,Massillon,OH,44647,Stark,2016-06-16,2016-09-30,,Warning letter,N,478.99(c),https://atf-inspection-reports.s3.amazonaws.com/773030-2016-0596-B1B.pdf
773015-2016-0387-B1B,4-31-113-01-8G-02552,Dealer,Precision Forensic Testing LLC,,80 Lynn Rae Circle,Centerville,OH,45458,Montgomery,2016-03-18,2016-04-21,,Warning letter,N,"478.125(e), 478.124(c)(1)",https://atf-inspection-reports.s3.amazonaws.com/773015-2016-0387-B1B.pdf
787065-2017-0271-B1B,9-91-063-02-8B-04427,Pawnbroker,"Double Eagle Pawn, Inc.",Double Eagle Pawn,315 E Francis Ave,Spokane,WA,99208,Spokane,2017-03-13,2017-06-21,,Warning letter,N,"478.125(e), 478.21(a), 478.124(c)(1), 478.99(a), 478.126a",https://atf-inspection-reports.s3.amazonaws.com/787065-2017-0271-B1B.pdf
784060-2015-0263-B1B,9-33-071-02-8E-04352,Pawnbroker,Eduardo Salas,Yucaipa Jewelry & Loan,31933 Outer Hwy. 10,Yucaipa,CA,92399,San Bernardino,2015-07-10,2015-09-28,,Warning letter,N,"478.21(a), 478.124(c)(1), 478.124(c)(3)(i), 478.124(c)(3)(iv), 478.124(c)(4), 478.124(c)(5), 478.126a, 478.125(e)",https://atf-inspection-reports.s3.amazonaws.com/784060-2015-0263-B1B.pdf
763025-2017-0280-B1B,1-56-037-01-8K-03195,Dealer,Blackwood Station,"Outfitter, Inc",5670 N 15 501,Pittsboro,NC,27312,Chatham,2017-04-07,2017-05-26,,Warning letter,N,"478.125(e), 478.102(a)",https://atf-inspection-reports.s3.amazonaws.com/763025-2017-0280-B1B.pdf
781050-2016-0099-B1B,5-73-145-07-7J-03779,Manufacturer,The Revolution Inc,,23930 Gordon Street,Broken Arrow,OK,74014,Wagoner,2015-10-05,2015-12-11,,Warning letter,N,"478.124(a), 478.102(a)(1)",https://atf-inspection-reports.s3.amazonaws.com/781050-2016-0099-B1B.pdf
782065-2016-0090-B1B,5-74-299-07-7J-02939,Manufacturer,"Marshall Arms, LLC",,3944 Hermosa Drive,Kingsland,TX,78639,Llano,2015-10-05,2016-06-09,,Warning letter,N,"478.102(a), 478.124(a)",https://atf-inspection-reports.s3.amazonaws.com/782065-2016-0090-B1B.pdf
786090-2015-0243-B1B,9-88-510-07-4H-02371,Manufacturer,America West Guns LLC,,3101 S. Carson St.,Carson City,NV,89701,Carson City,2015-08-07,2015-10-30,,Warning letter,N,478.102(a),https://atf-inspection-reports.s3.amazonaws.com/786090-2015-0243-B1B.pdf
765060-2016-0020-B1B,6-16-077-01-5H-01979,Dealer,William D. Decker Jr,Sportsman Adventures,113 Southside Dr,Oneonta,NY,13820,Otsego,2015-10-01,2015-11-13,,Warning letter,N,"478.125(e), 478.102(c), 478.126a",https://atf-inspection-reports.s3.amazonaws.com/765060-2016-0020-B1B.pdf
779025-2016-0309-B1B,5-48-079-02-9G-02232,Pawnbroker,"Mike Strong, Inc.",A Pawn Shop,519 N. Main St.,Newton,KS,67114,Harvey,2016-04-21,2016-09-12,,Warning letter,N,"478.125(e), 478.21(a), 478.124(c)(1), 478.124(c)(3)(i), 478.99(c), 478.126a",https://atf-inspection-reports.s3.amazonaws.com/779025-2016-0309-B1B.pdf
760555-2017-0046-B1B,1-58-051-01-8F-03247,Dealer,"The Gun Shop, Inc.",,1000-a Eisenhower Drive,Savannah,GA,31406,Chatham,2016-10-05,2017-02-15,,Warning letter,N,"478.21(a), 478.124(c)(1), 478.124(c)(3)(iv), 478.125(e)",https://atf-inspection-reports.s3.amazonaws.com/760555-2017-0046-B1B.pdf
767065-2017-0019-B1B,1-59-067-01-6C-29498,Dealer,Thomas N. Tysall,,758 SE County Rd 340,Mayo,FL,32066,Lafayette,2016-10-11,2016-11-28,,Warning letter,N,478.126a,https://atf-inspection-reports.s3.amazonaws.com/767065-2017-0019-B1B.pdf
786040-2016-0018-B1B,9-77-019-07-7J-02538,Manufacturer,"Calandra, Larry Christopher",The Armory,2505 N. Fowler Ave. Ste. 101,Fresno,CA,93727,Fresno,2015-10-15,2015-11-09,,Warning letter,N,"478.21(a), 478.124(c)(1), 478.99(c), 478.124(c)(3)(iv), 478.124(c)(4), 478.124(c)(5), 478.126a",https://atf-inspection-reports.s3.amazonaws.com/786040-2016-0018-B1B.pdf
766090-2017-0029-B1B,8-23-081-07-8E-03799,Manufacturer,Hartman Raymond John II,Survival Response Technologies,112 Thunder Road,Linden,PA,17744,Lycoming,2016-10-03,2017-03-09,,Warning letter,N,"478.123(b), 478.123(d)",https://atf-inspection-reports.s3.amazonaws.com/766090-2017-0029-B1B.pdf
777040-2016-0141-B1B,5-72-051-01-8H-19426,Dealer,"Monfra, Lawrence D Jr",Shootist Shop Guns & Ammo,3932 Lolan CT,Marrero,LA,70072,Jefferson Parish,2015-12-03,2016-02-23,,Warning letter,N,478.125(e),https://atf-inspection-reports.s3.amazonaws.com/777040-2016-0141-B1B.pdf
777040-2017-0057-B1B,5-72-001-07-7E-04623,Manufacturer,Titan Precision Rifles LLC,,360 Evergreen Rd,Iota,LA,70543,Acadia Parish,2016-10-04,2016-11-21,,Warning letter,N,"478.123(a), 478.124(c)(3)(iv), [MISSING]",https://atf-inspection-reports.s3.amazonaws.com/777040-2017-0057-B1B.pdf
785050-2017-0035-B1B,9-86-013-07-9G-06455,Manufacturer,Layke Tactical LLC,Layke Tactical,3330 West Osborn Road,Phoenix,AZ,85017,Maricopa,2016-10-19,2017-01-13,,Warning letter,N,"478.21(a), 478.124(c)(5), 478.123(b)",https://atf-inspection-reports.s3.amazonaws.com/785050-2017-0035-B1B.pdf
760530-2016-0053-B1B,1-58-117-08-6D-08568,Importer,"Ad&r, LLC",,"5905 Steeplechase Blvd., Suite 600",Cumming,GA,30040,Forsyth,2015-11-04,2016-08-03,,Warning letter,N,"478.124(a), 478.102(a)(1), 478.99(a), 479.112(a), 478.21(a)",https://atf-inspection-reports.s3.amazonaws.com/760530-2016-0053-B1B.pdf
782075-2016-0197-B1B,5-76-039-01-8B-04696,Dealer,Jackfish Armory LLC,,508 Cabana Trail,Angleton,TX,77515,Brazoria,2016-04-04,2016-05-26,,Warning letter,N,"478.126a, 18 USC 923(g)(5)(A)",https://atf-inspection-reports.s3.amazonaws.com/782075-2016-0197-B1B.pdf
776055-2016-0123-B1B,1-62-125-02-6J-07361,Pawnbroker,Andrew T. Schmidt,Gold Exchange & Loan Company,1786 Madison St.,Clarksville,TN,37043,Montgomery,2016-02-09,2016-03-02,,Warning letter,N,"478.125(e), 478.124(c)(3)(i), 478.124(c)(3)(iv), 478.126a",https://atf-inspection-reports.s3.amazonaws.com/776055-2016-0123-B1B.pdf
781025-2016-0258-B1B,5-75-347-01-8J-07734,Dealer,"Johnson, Mark Adair",Nacogdoches Tactical,582 CR 140,Nacogdoches,TX,75965,Nacogdoches,2016-03-02,2016-05-10,,Warning letter,N,"478.21(a), 478.102(a), 478.124(c)(1), 478.124(c)(3)(iv), 478.125(e), 478.126a, 18 USC 923(g)(5)(A)",https://atf-inspection-reports.s3.amazonaws.com/781025-2016-0258-B1B.pdf
775045-2015-0315-B1B,4-61-009-01-7K-04558,Dealer,"Shirley, Benjamin Ray",Haywood Shooting Supply,39 Simeon White Rd,Glasgow,KY,42141,Barren,2015-07-30,2015-09-23,,Warning letter,N,"478.124(c)(1), 478.124(c)(3)(i), 478.124(c)(3)(iv), 478.124(c)(5), 478.126a, 478.99(a), 478.21(a), 478.125(e)",https://atf-inspection-reports.s3.amazonaws.com/775045-2015-0315-B1B.pdf
765060-2016-0138-B1B,6-16-043-02-7A-03238,Pawnbroker,Brandon Michael Edick,,6338 RT 167,Dolgeville,NY,13329,Herkimer,2016-01-12,2016-09-30,,Warning letter,N,"478.125(e), 478.124(c)(3)(iv), 478.124(c)(1), 478.124(c)(5), 478.21(a)",https://atf-inspection-reports.s3.amazonaws.com/765060-2016-0138-B1B.pdf
787050-2017-0192-B1B,9-91-033-02-4B-03833,Pawnbroker,"DJ'S Loan & Sport, Inc.",,10412 Beardslee Boulevard,Bothell,WA,98011,King,2016-11-15,2017-06-30,,Warning letter,N,"478.21(a), 478.102(c), 478.124(c)(1), 478.124(c)(3)(i), 478.124(c)(3)(iv), 478.124(c)(4), 478.124(c)(5), 478.126a, 478.125(e)",https://atf-inspection-reports.s3.amazonaws.com/787050-2017-0192-B1B.pdf
784060-2016-0068-B1B,9-33-071-07-6J-04923,Manufacturer,Luke Mintz,Independence Guns & Ammo,"56158 29 Palms Hwy., Unit 2",Yucca Valley,CA,92284,San Bernardino,2015-11-17,2016-05-04,,Warning letter,N,"478.123(a), 478.123(d), 478.102(a), 478.102(c), 478.124(a), 478.124(c)(1), 478.124(c)(3)(i), 478.124(c)(3)(iv), 478.124(c)(4), 478.124(c)(5), 478.21(a), 478.126a",https://atf-inspection-reports.s3.amazonaws.com/784060-2016-0068-B1B.pdf
785055-2016-0073-B1B,5-85-001-01-8M-00869,Dealer,Ron Peterson Firearms LLC,,4418 Central Avese,Albuquerque,NM,87108,Bernalillo,2016-01-20,2016-03-11,,Warning letter,N,"478.126a, 478.124(c)(1), 478.21(a), 478.125(e)",https://atf-inspection-reports.s3.amazonaws.com/785055-2016-0073-B1B.pdf
763050-2016-0282-B1B,1-56-061-07-7K-06556,Manufacturer,"Cooper Technical Services, inc.",,4527 Hwy 117 S,Rose Hill,NC,28458,Duplin,2016-03-15,2016-08-29,,Warning letter,N,"478.123(a), 478.123(b), 478.123(d), 478.124(a), 478.21(a), 478.124(c)(1), 478.124(c)(3)(i), 478.124(c)(3)(iv), 478.124(c)(4), 478.124(c)(5), 478.126a",https://atf-inspection-reports.s3.amazonaws.com/763050-2016-0282-B1B.pdf
777070-2016-0152-B1B,1-64-089-01-7E-02646,Dealer,The Pace Collective LLC,Circle Seven Outpost & Provisions,100 Mannsdale Park Dr,Madison,MS,39110,Madison,2016-02-18,2016-03-10,,Warning letter,N,"478.125(e), 478.124(c)(3)(iv), 478.102(a), 478.21(a), 478.124(c)(5)",https://atf-inspection-reports.s3.amazonaws.com/777070-2016-0152-B1B.pdf
779055-2016-0387-B1B,5-43-137-01-8F-06274,Dealer,"Botkins, Jeffrey Paul",Botkins Firearms Fishing,712 Lawn Street,Monroe City,MO,63456,Monroe,2016-06-07,2016-08-11,,Warning letter,N,"478.21(a), 478.124(c)(1), 478.124(c)(3)(i), 478.124(c)(4), 478.124(c)(5), 478.126a",https://atf-inspection-reports.s3.amazonaws.com/779055-2016-0387-B1B.pdf
777040-2016-0074-B1B,5-72-121-07-7L-02374,Manufacturer,Dynomach Inc,,1146 Commercial Dr,Port Allen,LA,70767,West Baton Rouge Parish,2015-10-16,2016-01-08,,Warning letter,N,478.123,https://atf-inspection-reports.s3.amazonaws.com/777040-2016-0074-B1B.pdf
781080-2017-0387-B1B,5-75-439-01-6G-08905,Dealer,"Black Sheep Investments, LLC",The 2nd Amendment Supply Shop,10124 West Park Drive,Benbrook,TX,76126,Tarrant,2017-04-19,2017-06-08,,Warning letter,N,"478.124(c)(5), 478.126a, 478.102(a), 478.129(b), 478.124(c)(4), 478.124(c)(1), 478.21(a)",https://atf-inspection-reports.s3.amazonaws.com/781080-2017-0387-B1B.pdf
782110-2016-0138-B1B,5-74-355-02-7E-07000,Pawnbroker,First Cash Pawn,,1620 S Padre Island Dr. Ste 120,Corpus Christi,TX,78416,Nueces,2015-11-04,2015-12-30,,Warning letter,N,"478.22(a), 478.126a, 478.124(c)(3)(iv), 478.124(c)(1)",https://atf-inspection-reports.s3.amazonaws.com/782110-2016-0138-B1B.pdf
763075-2016-0077-B1B,1-57-027-07-8F-03731,Manufacturer,"Hardee, Christopher E.",,1188 Taw Caw 2 Drive,Summerton,SC,29148,Clarendon,2015-11-05,2016-07-05,,Warning letter,N,"478.21(a), 478.92(a)(1)(ii)(C), 478.92(a)(1)(ii)(D), 478.123(a), 478.123(b)",https://atf-inspection-reports.s3.amazonaws.com/763075-2016-0077-B1B.pdf
779075-2016-0485-B1B,5-43-091-02-8H-10111,Pawnbroker,MSG&P LLC,Main Street Gun & Pawn LLC,106 S Pine,Mountain View,MO,65548,Howell,2016-03-31,2016-05-20,,Warning letter,N,"478.102(a)(1), 478.99(c), 478.125(e), 478.126a, 478.124(b), 478.124(c)(1), 478.124(c)(3)(i), 478.124(c)(5), 478.21(a)",https://atf-inspection-reports.s3.amazonaws.com/779075-2016-0485-B1B.pdf
782075-2017-0250-B1B,5-76-201-07-7K-04585,Manufacturer,Tac 47 Industries LLC,,5407 Louetta Rd. Ste. H,Spring,TX,77379,Harris,2017-05-10,2017-07-14,,Warning letter,N,"478.21(a), 478.124(c)(3)(i), 478.124(c)(3)(iv), 478.123(a), 478.123(b), 478.123(d), 478.129(b), 478.131(a)(2)",https://atf-inspection-reports.s3.amazonaws.com/782075-2017-0250-B1B.pdf
779055-2017-0108-B1B,5-43-175-02-8H-10168,Pawnbroker,Ron's Gun & Pawn LLC,Ron's Gun & Pawn,1090 CR 1712,Cairo,MO,65239,Randolph,2016-10-27,2016-12-08,,Warning letter,N,"478.21(a), 478.124(c)(1), 478.124(c)(3)(i), 478.124(c)(3)(iv), 478.125(e), 478.126a",https://atf-inspection-reports.s3.amazonaws.com/779055-2017-0108-B1B.pdf
777040-2017-0117-B1B,5-72-033-01-9J-11402,Dealer,Richs Sporting Goods. Inc,,2922 Monterrey Blvd,Baton Rouge,LA,70814,East Baton Rouge Parish,2016-11-29,2017-03-07,,Warning letter,N,"478.125(e), 478.21(a), 478.124(c)(3)(iv), 478.126a, 478.99(b)(2)",https://atf-inspection-reports.s3.amazonaws.com/777040-2017-0117-B1B.pdf
767035-2016-0096-B1B,1-59-053-01-8G-12217,Dealer,Pickett Inc.,Pickett's Ace Hardware,800 W Lefferson St,Brooksville,FL,34601,Hernando,2015-11-02,2016-09-26,,Warning conference,N,"478.125(e), 478.129(b), 478.21(a), 478.124(c)(1), 478.124(c)(3)(i), 478.124(c)(4), 478.124(c)(5), 478.99(c), 478.124(a), 478.102(a), 478.126a",https://atf-inspection-reports.s3.amazonaws.com/767035-2016-0096-B1B.pdf
776055-2016-0017-B1B,1-62-125-07-6H-03124,Manufacturer,Allen's Gun Shop Inc,Multiple Tactical Sources,925 Dover Road,Clarksville,TN,37042,Montgomery,2015-10-01,2016-01-25,,Warning letter,N,"478.124(c)(1), 478.124(c)(3)(i), 478.124(c)(3)(iv), 478.126a",https://atf-inspection-reports.s3.amazonaws.com/776055-2016-0017-B1B.pdf
772060-2016-0085-B1B,3-37-147-01-6B-02495,Dealer,"Donaldson, James E",Little Hunting Supply,807 E Center,Monticello,IL,61856,Piatt,2015-10-06,2015-11-20,,Warning letter,N,"478.125(e), 478.99(c), 478.21(a), 478.124(c)(1), 478.126a",https://atf-inspection-reports.s3.amazonaws.com/772060-2016-0085-B1B.pdf
